xMSD,MSD,yerror
0.0,0.0,0.0
0.08333333333333333,0.048668392358441386,0.00594758898124442
0.16666666666666666,0.14234452913172793,0.019952345840765766
0.25,0.26231497020798317,0.03883642140232623
0.3333333333333333,0.39208260018046565,0.060288050805013135
0.4166666666666667,0.5213466378056991,0.08253599880145814
0.5,0.6462880256892647,0.10488629298526704
0.5833333333333334,0.765992812106633,0.12771112839965262
0.6666666666666666,0.8814698568363387,0.15114385344933848
0.75,0.9950328238805681,0.17631843159319366
0.8333333333333334,1.1037442863623903,0.20507498415560227
0.9166666666666666,1.2175475564779346,0.23487615746710278
1.0,1.3327632673559708,0.26709460580554295
1.0833333333333333,1.4497696952145949,0.3015267274751614
1.1666666666666667,1.5687571041314312,0.33851629316584336
1.25,1.6897276844581655,0.3783552364288351
1.3333333333333333,1.811868373202663,0.42078836032051037
1.4166666666666667,1.935052951212522,0.46621091368489537
1.5,2.059396782385942,0.5141106866230875
1.5833333333333333,2.1851085314304144,0.5645892354500153
1.6666666666666667,2.3127151617629185,0.617983226966537
1.75,2.4417957210801684,0.6736925983034718
1.8333333333333333,2.5727693842634904,0.7322101462908506
1.9166666666666667,2.705307781926534,0.7919591146968296
2.0,2.8402127809022386,0.8520082340710089
2.0833333333333335,2.9777095796689026,0.9119815665452536
2.1666666666666665,3.116801964513886,0.9710124740011882
2.25,3.2569603145345836,1.0295016968818262
2.3333333333333335,3.398390110710336,1.0873795102636246
2.4166666666666665,3.5408983233906395,1.1458323696031312
2.5,3.6838602292795666,1.2055844709191719
2.5833333333333335,3.8268765562051352,1.2667357695513748
2.6666666666666665,3.9703880338157047,1.3296706517112749
2.75,4.11509917262359,1.3954565719569578
2.8333333333333335,4.2610018007052695,1.4630017845991894
2.9166666666666665,4.408143606072889,1.5316628775200223
3.0,4.573756472917836,1.6239766839354326
3.0833333333333335,4.721414475955199,1.6936039187890697
3.1666666666666665,4.869297379048123,1.7633578483287577
3.25,5.017375122583323,1.834676699405922
3.3333333333333335,5.164952451413146,1.9054892914060537
3.4166666666666665,5.312545406498622,1.9755007391367447
3.5,5.221862024695832,1.5993129671417203
3.5833333333333335,5.365745069753789,1.6648962988277396
3.6666666666666665,5.511670132922285,1.7318290119733493
3.75,5.658811038024286,1.8003478216256816
3.8333333333333335,5.806293212286669,1.8703855447289317
3.9166666666666665,5.95343925578658,1.942031729502838
4.0,6.100006593348159,2.0151135681519197
4.083333333333333,6.246295858506432,2.0889030097873875
4.166666666666667,6.391958895088114,2.1627941965380435
4.25,6.537467765518326,2.237039990600745
4.333333333333333,6.683632029393922,2.3115553369904975
4.416666666666667,6.830138285843217,2.385906189308317
4.5,6.977402095018799,2.4609112650611755
4.583333333333333,7.12560712592004,2.5366158353708257
4.666666666666667,7.274604951492382,2.612161313183242
4.75,7.424358670624813,2.687626815215593
4.833333333333333,7.629663752835045,2.7983803963781373
4.916666666666667,7.7812621100581625,2.876249284009501
5.0,7.932454498225391,2.955066389592756
5.083333333333333,8.08275429004424,3.0350458467112365
5.166666666666667,8.232260170677375,3.1171671441337856
5.25,8.381096885808226,3.201077244098655
5.333333333333333,8.529754207990754,3.287384383292776
5.416666666666667,8.679157890621283,3.375970049711765
5.5,8.830544718112993,3.4671166556707256
5.583333333333333,8.983568768973376,3.5605800777035115
5.666666666666667,9.212519891933837,3.7034677785378634
5.75,9.36816668671111,3.8017891465907483
5.833333333333333,9.525188715405944,3.901261008037825
5.916666666666667,9.683693229450066,4.001480707246899
6.0,9.843729235103217,4.102350616551546
