226.424248037145	1503.09645278867	1	1
225.514977094517	1502.01283432973	2	1
224.718759633283	1500.66474817395	3	1
224.212052068473	1499.37932801150	4	1
223.828643801442	1498.10774276464	5	1
223.387870862556	1496.55748048851	6	1
222.982522962003	1494.61835591652	7	1
222.715339283330	1492.31556158788	8	1
222.628145179650	1489.78521827956	9	1
222.579124541121	1487.17819482170	10	1
222.453821997948	1484.65944654419	11	1
222.193802379786	1482.21492342050	12	1
221.814084806799	1479.70634982231	13	1
221.342440153876	1477.00017911978	14	1
220.943812625964	1474.16454314481	15	1
220.716748792217	1471.45123850839	16	1
220.540322952969	1468.81144836642	17	1
220.295086533375	1466.21113392319	18	1
220.031221942580	1464.06825165411	19	1
240.400590459442	1196.63779610080	1	2
240.096260363840	1195.67285067776	2	2
239.596909093059	1194.25121766187	3	2
239.004679185409	1192.60321966168	4	2
238.354602930640	1191.05050576825	5	2
237.539535816276	1189.61601666078	6	2
236.512149457827	1188.09887154190	7	2
235.458623352362	1186.31654514585	8	2
234.637800591015	1184.36307464731	9	2
234.103388935943	1182.24209687088	10	2
233.791605056742	1179.95492868789	11	2
233.640557272801	1177.60791110773	12	2
233.614634735126	1175.37642259925	13	2
233.481495505351	1173.12938886097	14	2
233.133825852931	1170.55099041053	15	2
232.532476307440	1167.85113046686	16	2
231.554657816259	1165.39231330336	17	2
230.169645496426	1163.33614488903	18	2
228.513000279137	1161.33779812578	19	2
226.755958297901	1159.04869284059	20	2
225.102475758475	1156.39947123616	21	2
223.864930039392	1153.49181809008	22	2
223.136175871729	1150.44553490159	23	2
222.731253051038	1147.26804268452	24	2
222.369685548922	1144.10053938810	25	2
221.864823708751	1141.16125442017	26	2
221.273594623827	1138.59875900601	27	2
220.776321869437	1136.46061711597	28	2
220.481202934085	1134.90470892202	29	2
251.327937198715	990.097711551843	1	3
251.057807447054	989.011713726472	2	3
250.720350295136	987.499872140018	3	3
250.388075599533	985.613397999676	4	3
249.966004862258	983.487956774253	5	3
249.262603889966	981.335473050854	6	3
248.330696749617	979.349482686234	7	3
247.457526649240	977.426033711227	8	3
246.671839089024	975.385789710129	9	3
245.881877272250	973.235874079653	10	3
244.928087638918	970.982658290303	11	3
243.910362795322	968.566558281890	12	3
243.003012754985	965.936110104172	13	3
242.444665457707	963.202080791347	14	3
242.142430781459	960.425507490528	15	3
241.812374847662	957.613655647374	16	3
241.255242813952	954.644822278523	17	3
240.331411796086	951.478067432764	18	3
239.052081156449	948.176067682764	19	3
237.620631121817	944.984876437005	20	3
236.244374333197	941.904359027505	21	3
235.030393178849	938.790966716765	22	3
233.846748669558	935.678529464675	23	3
232.535849621007	932.797209506708	24	3
231.106652149634	930.125064095010	25	3
229.779370276156	927.452800053580	26	3
228.587396387295	924.768130962571	27	3
227.472983065373	922.369058935282	28	3
226.369888403365	920.265626001456	29	3
225.228184721282	918.266186966696	30	3
224.047212536266	916.052977690805	31	3
222.904199846788	913.512837549420	32	3
221.943760127107	910.814980198382	33	3
221.239184636560	908.396463427442	34	3
220.790253258492	906.731372130042	35	3
292.370305968923	825.222358190389	1	4
291.774914173451	823.929288744322	2	4
290.976960898596	822.226779843656	3	4
290.026289299937	820.356369107189	4	4
289.004947188746	818.398974834604	5	4
287.979781213187	816.395497487722	6	4
286.865102960740	814.354574316355	7	4
285.602930564261	812.297574296163	8	4
284.290275351250	810.154888101068	9	4
283.116804136937	807.870728632094	10	4
282.025924625245	805.299988935821	11	4
280.900054793273	802.484523713872	12	4
279.749629113625	799.540247229167	13	4
278.749564825277	796.462363409090	14	4
277.965607438502	793.322118835872	15	4
277.169661946926	790.268200954172	16	4
276.107051959630	787.393712205353	17	4
274.815886665492	784.496121201171	18	4
273.701833774624	781.413915215344	19	4
272.770626875915	778.161563108401	20	4
271.767415950636	774.920367856062	21	4
270.627066767593	771.787387135535	22	4
269.495772862333	768.789108530531	23	4
268.283431843686	765.999378062843	24	4
266.790702830669	763.264428482727	25	4
265.277880389783	760.554982656368	26	4
264.050392332394	757.897192533262	27	4
263.122234830692	755.364544123046	28	4
262.383723811092	752.713366897978	29	4
261.787791978392	749.967665479918	30	4
261.163804465954	747.260709126161	31	4
260.398722716434	744.614688487149	32	4
259.527067419429	741.965749967756	33	4
258.576869413097	739.298519521911	34	4
257.512329928644	736.605695976360	35	4
256.317250756012	733.885456559615	36	4
255.114609287732	731.220320561117	37	4
254.080066299493	728.733127939766	38	4
253.260412221859	726.371016570461	39	4
252.518138503210	723.892615975713	40	4
251.784691870266	721.180900493393	41	4
251.131743314745	718.439770858012	42	4
250.659818771318	715.807997389739	43	4
250.368702310682	713.160029015227	44	4
250.037796478606	710.443351668954	45	4
249.363844117697	707.674556739481	46	4
248.271055367693	704.901239868579	47	4
247.096004100790	702.214627061941	48	4
246.272706597043	699.482341234823	49	4
245.816071743327	696.562752176359	50	4
245.360688567654	693.401376066440	51	4
244.644325769380	690.322121441776	52	4
243.717113081661	687.537046503808	53	4
242.811034249657	685.142963612408	54	4
242.152573404825	682.919784852965	55	4
241.731670933663	680.628052573691	56	4
241.265668243216	678.128649859958	57	4
240.475804449648	675.486946563197	58	4
239.486969240017	672.864428884958	59	4
238.474383470481	670.505320267562	60	4
237.580597551291	668.525716455410	61	4
236.960241424363	666.666264814037	62	4
236.620344534862	664.544212658040	63	4
236.194787617602	662.204567549700	64	4
235.362171523543	659.961476850361	65	4
234.314950892318	657.993636194819	66	4
233.414384763767	656.212818860842	67	4
232.745208919617	654.425798668281	68	4
232.056098382485	652.591888769556	69	4
