xMSD,MSD,yerror
0.0,0.0,0.0
0.04,0.004923603883686107,0.006846279456228648
0.08,0.011360123078920729,0.017764147044374304
0.12,0.019902679625511357,0.030853555443212572
0.16,0.02971037825287739,0.04520039491903405
0.2,0.04028961369716811,0.059764290655708645
0.24,0.051501505109617374,0.07461987439930602
0.28,0.06316324977288387,0.08960424773292681
0.32,0.07535109213539554,0.10520087119679723
0.36,0.08806775649770106,0.12110227797355945
0.4,0.1013975832793742,0.13770037536886182
0.44,0.11530632062880627,0.15497935252282924
0.48,0.12989017612062903,0.17309169044050232
0.52,0.14517250856960567,0.1923029344645733
0.56,0.16126318766602488,0.21294687562323036
0.6,0.17810070865670413,0.2347413375730043
0.64,0.1957185675773352,0.2576465055484188
0.68,0.2140418184735607,0.2815537304408674
0.72,0.23304315282354535,0.3064984713291518
0.76,0.25277051622053076,0.33277047593272663
0.8,0.27331368937765727,0.36063641045268846
0.84,0.2946196814821909,0.38981125469763456
0.88,0.31666603526585513,0.42021535109287067
0.92,0.3394512493572778,0.45197883150206014
0.96,0.36286151292596935,0.48455557504064845
1.0,0.3868980631128006,0.5182138276448682
1.04,0.41150570922966295,0.5526013338170547
1.08,0.43666280940888585,0.5877584571793752
1.12,0.46235598777958964,0.6237642376239126
1.16,0.48868022370816816,0.6606862116822991
1.2,0.515584511397476,0.6987911222770142
1.24,0.5432132920053193,0.7382825453211388
1.28,0.5714842206891794,0.7789451133117038
1.32,0.6004404727884141,0.8208766584610401
1.36,0.6300923068548442,0.8640856267267601
1.4,0.6603194333583122,0.9081042744221459
1.44,0.691106950310588,0.9530994051297353
1.48,0.7225519190785956,0.9989357670047108
1.52,0.7546398664787822,1.045487526457217
1.56,0.7873236493664763,1.0928201407950804
1.6,0.8206085936472286,1.1410405950652291
1.64,0.8545051718881468,1.1902321960731985
1.68,0.888945230462014,1.2404053064246867
1.72,0.9240601164294674,1.291672112336608
1.76,0.9597953468408457,1.34401514232687
1.8,0.9961854418864925,1.397546848905961
1.84,1.0331719104634292,1.4520510793780892
1.88,1.070728930876338,1.5074834653047828
1.92,1.10882114105294,1.5639361031810146
1.96,1.1476405113342605,1.6217495813511134
2.0,1.1870103834599526,1.6805557316292574
2.04,1.227012452394007,1.7403523009048567
2.08,1.3009973798718555,1.8175302185942863
2.12,1.3433095548292668,1.879991654624147
2.16,1.3861492762889642,1.9433089663403627
2.2,1.429591133638753,2.007692322163852
2.24,1.4737944927156124,2.0732927358510396
2.28,1.518726318547814,2.1401469325930615
2.32,1.5643507967506967,2.208133984146174
2.36,1.4896501854389628,2.1986235093844764
2.4,1.532864421762742,2.2662291477864427
2.44,1.500947324048861,2.3306799906269147
2.48,1.542527622774547,2.399461751686197
2.52,1.5847709497925428,2.4696079671194906
2.56,1.6275097943975345,2.5407716005568024
2.6,1.6708658471498286,2.6131813610748313
2.64,1.7148060617067453,2.6867242613187106
2.68,1.7592652641933337,2.7612825710657325
2.72,1.804352247944587,2.8371170783253152
2.76,1.8499394842347445,2.9138022991603245
2.8,1.8960377077608281,2.9913484041077205
2.84,1.9426247311579679,3.0696239586017433
2.88,1.9895557704225968,3.1483418969136587
2.92,2.03686038204771,3.2274931506071307
2.96,2.0846705070464875,3.3075305417798604
3.0,2.132970807458192,3.388351066576339
