xMSD,MSD,yerror
0.0,0.0,0.0
0.08333333333333333,0.05885518048142257,0.010163649344897462
0.16666666666666666,0.16069126959558763,0.03348273780560472
0.25,0.29037914498097533,0.06629654861997393
0.3333333333333333,0.4297845803021206,0.10511010636789599
0.4166666666666667,0.5689765588690548,0.14771936181113382
0.5,0.7031396999549486,0.19256681797604347
0.5833333333333334,0.8312148575322418,0.23822816003376043
0.6666666666666666,0.9546549545950934,0.2849398790002559
0.75,1.0744187272955898,0.3315371360568987
0.8333333333333334,1.1921301602805234,0.378911986309713
0.9166666666666666,1.3090695782252253,0.4271966894122653
1.0,1.4258281172137663,0.4767954509060398
1.0833333333333333,1.5428892976530368,0.5270174545690095
1.1666666666666667,1.6605374553104804,0.5782628353948789
1.25,1.7784089557572982,0.6299778667957062
1.3333333333333333,1.895865751771629,0.6816088235666665
1.4166666666666667,2.012553654733511,0.7330541380747387
1.5,2.1285024611325825,0.7839282704319444
1.5833333333333333,2.2440717040533356,0.8343578448047634
1.6666666666666667,2.359015663083942,0.8842961180708361
1.75,2.473566128805258,0.9340326923175241
1.8333333333333333,2.5875015880264587,0.9837035726105765
1.9166666666666667,2.701236382806215,1.0334362400824966
2.0,2.8146743982475613,1.0827151649906899
2.0833333333333335,2.928218855312,1.131601762743577
2.1666666666666665,3.041428856559928,1.1800268217061494
2.25,3.154504566444232,1.2285506142398
2.3333333333333335,3.2582900293443817,1.276543454583642
2.4166666666666665,3.3701478570250556,1.3239164505687624
2.5,3.481036424240951,1.370399590447324
2.5833333333333335,3.5900024886831168,1.4191831059868685
2.6666666666666665,3.700691862560793,1.4642108126858868
2.75,3.811087896453621,1.507881867941147
2.8333333333333335,3.9206519444601033,1.5504041957341341
2.9166666666666665,4.029626450783903,1.591629569203428
3.0,4.137764964135234,1.6318734911452655
3.0833333333333335,4.245203157512555,1.6715508668821082
3.1666666666666665,4.351937401412383,1.7109405604171641
3.25,4.4621105982911295,1.7541200456526373
3.3333333333333335,4.568301934445057,1.7948124294989518
3.4166666666666665,4.674277424512885,1.8357124921245553
3.5,4.780389919525385,1.877301030452094
3.5833333333333335,4.886866117960407,1.9197414560524537
3.6666666666666665,4.98407192750611,1.963591073551171
3.75,5.091716436788968,2.009045304071827
3.8333333333333335,5.199340035284431,2.055033013715774
3.9166666666666665,5.307105879348617,2.1013961377991306
4.0,5.414591570772463,2.1481661826585796
4.083333333333333,5.522138962399158,2.1952686046385153
4.166666666666667,5.629853909500578,2.2429974328452915
4.25,5.740846095700795,2.296517484054858
4.333333333333333,5.849944981661204,2.344984400165205
4.416666666666667,5.960059149091014,2.3935618720960763
4.5,6.070686516376501,2.4421065881279973
4.583333333333333,6.181954522798584,2.491280712286531
4.666666666666667,6.293382763067209,2.5405711920264005
4.75,6.417520833857677,2.5895208537323957
4.833333333333333,6.5289855114478605,2.6383477011197582
4.916666666666667,6.640245861539298,2.6867348068643726
5.0,6.750919025205095,2.7343330287908616
5.083333333333333,6.861310379744561,2.781624894314921
5.166666666666667,6.941133389839147,2.8024907767601963
5.25,7.050918305141715,2.8484175450271407
5.333333333333333,7.160483124622859,2.89327905902337
5.416666666666667,7.269792568293129,2.9372222797038714
5.5,7.3788057428781135,2.979717620839791
5.583333333333333,7.487524134494169,3.021388541954312
5.666666666666667,7.5954105991017995,3.0619075157523565
5.75,7.702510028201416,3.1016615014692848
5.833333333333333,7.809485145861813,3.1412406971302396
5.916666666666667,7.916117484099556,3.180690615821772
6.0,8.021976382719997,3.220783117245963
