xMSD,MSD,yerror
0.0,0.0,0.0
0.08333333333333333,0.043586129173630854,0.020649179908585637
0.16666666666666666,0.11205366698668276,0.06353235720685727
0.25,0.19741415071595825,0.1179960575486215
0.3333333333333333,0.28822095040896895,0.17730623232504364
0.4166666666666667,0.37816859910295514,0.2369312099692764
0.5,0.46374760751447086,0.2949990386561421
0.5833333333333334,0.544983999733978,0.35151460477028357
0.6666666666666666,0.6228258140740822,0.4068493233746665
0.75,0.6965818044323647,0.4606216759025066
0.8333333333333334,0.7712462892970949,0.5143032820400084
0.9166666666666666,0.8444074513303176,0.5707967214921614
1.0,0.9184970121253857,0.6264593171110582
1.0833333333333333,0.990584631533332,0.6864705155600157
1.1666666666666667,1.0661881235357666,0.7446498701140548
