xMSD,MSD,yerror
0.0,0.0,0.0
0.08333333333333333,0.029822022093056642,0.02367538103938605
0.16666666666666666,0.0790882423660677,0.0728156647405863
0.25,0.14176712729291643,0.13556056070515685
0.3333333333333333,0.20877144878009382,0.20320241059611455
0.4166666666666667,0.2753899121091115,0.2716970839099528
0.5,0.33951011168183864,0.3393759647021121
0.5833333333333334,0.40084075879801767,0.40634591072561715
0.6666666666666666,0.4602701828555614,0.4735885290561357
0.75,0.5188847802456783,0.5411380278191152
0.8333333333333334,0.5769446557601121,0.6117053707693633
0.9166666666666666,0.6364112929333307,0.6831509486124995
1.0,0.6936140072048671,0.7578554891615206
1.0833333333333333,0.7548578303023481,0.8362259649772587
1.1666666666666667,0.8120507083906476,0.916130106504659
1.25,0.8709427058382954,0.9999119802021349
1.3333333333333333,0.9326367230538377,1.0915877051238434
1.4166666666666667,0.9995896548847231,1.182061129234827
1.5,1.0609780458540494,1.278589285732687
1.5833333333333333,1.1266947064837969,1.3758579338464472
1.6666666666666667,1.1922809002112096,1.474646773851222
1.75,1.251733472867814,1.570081321264753
1.8333333333333333,1.2852262739617482,1.5884462670666637
1.9166666666666667,1.354392175518385,1.6935225411709474
2.0,1.4151513117931547,1.8125102421249877
2.0833333333333335,1.490020312244013,1.9326947577029192
