xMSD,MSD,yerror
0.0,0.0,0.0
0.08333333333333333,0.04461235609398685,0.010399228560002978
0.16666666666666666,0.11692412267373115,0.034882064566424065
0.25,0.20971733751987126,0.06808919973538799
0.3333333333333333,0.3108163221599671,0.10698831117520259
0.4166666666666667,0.4139052104794931,0.1492801354657932
0.5,0.5162261672291756,0.19449360361115262
0.5833333333333334,0.6168839269887079,0.24298369855230753
0.6666666666666666,0.7163636659418405,0.294768809051729
0.75,0.8150271631937419,0.3487686677660046
0.8333333333333334,0.9129358062791114,0.4064694991636397
0.9166666666666666,1.0110849209872634,0.46668908019220395
1.0,1.1096609944466158,0.5293919089360207
1.0833333333333333,1.2086255339909566,0.5934047471270868
1.1666666666666667,1.308082154337261,0.6594239700661552
1.25,1.407620365214902,0.7277303982534772
1.3333333333333333,1.508040836346994,0.7982260643536824
1.4166666666666667,1.6086952484323722,0.8697580530675261
1.5,1.709071863235493,0.9418385326185112
1.5833333333333333,1.810444777041792,1.0137081948900035
1.6666666666666667,1.9115800982405347,1.0855413416026651
1.75,2.013100044223142,1.15849161240768
1.8333333333333333,2.115400717835484,1.2324633825671152
1.9166666666666667,2.218005370525607,1.3063430658474124
2.0,2.3213900264714846,1.3820073705503937
2.0833333333333335,2.424927061467835,1.4575524694387356
2.1666666666666665,2.529122209667847,1.5340191176482003
2.25,2.6333277706671967,1.61037637449151
2.3333333333333335,2.737938967752476,1.687049857057724
2.4166666666666665,2.842086849062837,1.7624802739868866
2.5,2.946683068984973,1.837744609318292
2.5833333333333335,3.051351797822528,1.9120180014533787
2.6666666666666665,3.155539990487058,1.9842550328299997
2.75,3.2591061290542203,2.0540616320682514
2.8333333333333335,3.3618276936824607,2.1215525364597885
2.9166666666666665,3.4632599713422816,2.1864706036679906
3.0,3.563266974617211,2.2484859746078896
3.0833333333333335,3.662512420962611,2.3068201020504273
3.1666666666666665,3.7607913234580717,2.3619599804823346
3.25,3.859140353382139,2.4147883817599283
3.3333333333333335,3.956097959766615,2.4654899181241237
3.4166666666666665,4.052431269378647,2.5142625097888054
3.5,4.147955895832033,2.5618100806902206
3.5833333333333335,4.243070589143298,2.608631682327317
3.6666666666666665,4.337626673838504,2.654269889978322
3.75,4.43212933238031,2.698854167944902
3.8333333333333335,4.525468278558843,2.7419502193780536
3.9166666666666665,4.6191421279298845,2.783966571555191
4.0,4.712430828978435,2.8253852048866097
4.083333333333333,4.80497736208415,2.8653733605359504
4.166666666666667,4.896704978601805,2.90487202509371
4.25,4.987495615907136,2.943883657969819
4.333333333333333,5.076986084232051,2.981963150399802
4.416666666666667,5.164944755474585,3.0183374547226385
4.5,5.251649867209988,3.0524576470771536
4.583333333333333,5.337746899312176,3.085092337763847
4.666666666666667,5.422901047367553,3.115029438395203
4.75,5.508344138714949,3.1447555501297892
4.833333333333333,5.594403337904152,3.173670405741481
4.916666666666667,5.680668094201589,3.202393430405898
5.0,5.767074702196852,3.2311812283390005
5.083333333333333,5.8538849750518365,3.2597653937088724
5.166666666666667,5.941012366032378,3.289367622747546
5.25,6.027509666289162,3.3180835766864907
5.333333333333333,6.113693266447884,3.3465257166793134
5.416666666666667,6.1992663712172185,3.3759365158190233
5.5,6.28355444612397,3.405596521163056
5.583333333333333,6.36663463217814,3.4357901534418644
5.666666666666667,6.116989249077591,3.0665790668305424
5.75,6.1991014565790685,3.1062776595967887
5.833333333333333,6.2807840027178745,3.145749624825008
5.916666666666667,6.362109681683407,3.185604646625471
6.0,6.44420627791279,3.226420628499469
